,Aveiro,Azores,Beja,Braga,Bragança,Castelo Branco,Coimbra,Évora,Faro,Guarda,Leiria,Lisboa,Madeira,Portalegre,Porto,Santarém,Setúbal,Viana do Castelo,Vila Real,Viseu
2024-01-01 00:00:00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
2024-01-01 01:00:00,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156,0.2501072948219156
2024-01-01 02:00:00,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356,0.25021458958893356
2024-01-01 03:00:00,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626,0.25032188424615626
2024-01-01 04:00:00,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603,0.25042917873868603
2024-01-01 05:00:00,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546,0.25053647301162546
2024-01-01 06:00:00,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772,0.2506437670100772
2024-01-01 07:00:00,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393,0.25075106067914393
2024-01-01 08:00:00,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864,0.25085835396392864
2024-01-01 09:00:00,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437,0.25096564680953437
