,Aveiro,Azores,Beja,Braga,Bragança,Castelo Branco,Coimbra,Évora,Faro,Guarda,Leiria,Lisboa,Madeira,Portalegre,Porto,Santarém,Setúbal,Viana do Castelo,Vila Real,Viseu
2024-01-01 00:00:00,128.05655325434554,104.32808698402278,457.71367766982,127.17901671318776,310.04550724001643,304.3435394765967,183.12633443640087,333.19138049314665,219.76269165772422,256.76043709879434,160.04675696470466,125.12359341635614,33.49731788226217,276.4235007864061,109.01914195849685,305.6196113840971,225.38139605132895,104.83821871694798,202.58561033010014,232.95762748524484
2024-01-01 01:00:00,128.99157209157664,105.08984984662766,461.05572381898946,128.1076281220172,312.3093381983001,306.5657368977236,184.46345126439346,335.6242135598414,221.36731282859435,258.63520132789415,161.21535575013752,126.0371969286572,33.74190218834157,278.4418370114589,109.81515706869196,307.85112618290475,227.02704280281438,105.60370636182782,204.0648111753265,234.6585929137203
2024-01-01 02:00:00,131.7329086147043,107.32322555422842,470.8541073444243,130.83017901559663,318.94655473450143,313.08089007920915,188.38367944623354,342.75691920687694,226.0718240601717,264.1317319311747,164.64151403040958,128.7157468959982,34.458987090315105,284.35929940833836,112.14895528499466,314.39359653354154,231.8518349507167,107.84800257849692,208.4016086178983,239.6455712161743
2024-01-01 03:00:00,136.09374526995018,110.87601324317997,486.44108460146066,135.1611320497568,329.5048415101974,323.44500209853516,194.6198619098122,354.1034153317614,233.55562068659688,272.87544943146895,170.09174478071466,132.97670456461805,35.59970443715214,293.7726226937661,115.86149211574788,324.8011638935552,239.52697088350249,111.41816228866418,215.30045707900103,247.57870806266595
2024-01-01 04:00:00,141.77689824588256,115.50609630373947,506.75442884872916,140.80533993245785,343.2646687300182,336.95177584908913,202.7470131260152,368.89045697455515,243.3086943353375,284.270483930808,177.19462378235156,138.5296927109657,37.08631622679026,306.0403044420924,120.69976431119291,338.3645697466788,249.52940277111415,116.07088500804952,224.29121143689653,257.9173732872353
2024-01-01 05:00:00,148.39507005904608,120.89794222690391,530.4098192451673,147.3781592239884,359.28832690812266,352.6807470207701,212.21128117021087,386.1103316840438,254.6663891549483,297.54028265924694,185.46610156942137,144.99628436961447,38.81751232250778,320.3263224154717,126.33405161683311,354.1594903986103,261.1774814102113,121.48909537231475,234.76116664001847,269.95700394028023
2024-01-01 06:00:00,155.4972432374196,126.68410562345622,555.7951800276386,154.431663151728,376.48383022001997,369.5600122215817,222.3676918156296,404.5895334559638,266.85469701295085,311.78053076282174,194.3424905999985,151.9357920055753,40.67531457131836,335.65710809777886,132.38038666388903,371.10952810926074,273.67740949089944,127.30355129915111,245.996812543693,282.8771190892259
2024-01-01 07:00:00,162.59941641579312,132.47026902000854,581.1805408101097,161.4851670794676,393.67933353191734,386.4392774223933,232.52410246104833,423.06873522788385,279.0430048709534,326.02077886639654,203.21887963057566,158.87529964153617,42.53311682012893,350.987893780086,138.42672171094495,388.05956581991114,286.17733757158754,133.11800722598747,257.23245844736755,295.79723423817154
2024-01-01 08:00:00,169.21758822895663,137.86211494317294,604.8359312065478,168.05798637099812,409.70299171002176,402.1682485940742,241.98837050524398,440.28860993737237,290.4006996905641,339.2905775948354,211.49035741764544,165.3418913001849,44.264312915846446,365.2739117534652,144.0610090165851,403.85448647184256,297.8254162106847,138.53621759025268,267.70241365048946,307.8368648912164
2024-01-01 09:00:00,174.90074120488902,142.49219800373245,625.1492754538164,173.7021942536992,423.46281892984246,415.6750223446282,250.11552172144698,455.07565158016615,300.15377333930473,350.6856120941744,218.59323641928233,170.89487944653254,45.750924705484564,377.5415935017915,148.89928121203013,417.41789232496615,307.82784809829633,143.188940309638,276.693168008385,318.17553011578576
2024-01-01 10:00:00,179.26157786013493,146.04498569268404,640.7362527108528,178.03314728785938,434.02110570553856,426.03913436395425,256.35170418502565,466.4221477050507,307.63756996572994,359.4293295944687,224.04346716958744,175.15583711515242,46.89164205232161,386.95491678721936,152.61181804278337,427.8254596849799,315.5029840310822,146.75910001980532,283.59201646948776,326.1086669622775
2024-01-01 11:00:00,182.00291438326252,148.27836140028475,650.5346362362875,180.7556981814388,440.6583222417398,432.55428754543976,260.2719323668657,473.5548533520862,312.34208119730727,364.9258601977492,227.46962544985948,177.8343870824934,47.608726954295136,392.8723791840987,154.94561625908605,434.3679300356166,320.32777617898444,149.00339623647437,287.9288139120595,331.09564526473144
2024-01-01 12:00:00,182.93793322049365,149.04012426288966,653.8766823854571,181.68430959026824,442.9221532000235,434.7764849665667,261.60904919485836,475.9876864187809,313.94670236817745,366.8006244268491,228.63822423529237,178.7479905947945,47.85331126037454,394.8907154091516,155.7416313692812,436.5994448344244,321.9734229304699,149.76888388135424,289.4080147572859,332.7966106932069
2024-01-01 13:00:00,182.00291438326252,148.27836140028475,650.5346362362875,180.7556981814388,440.6583222417398,432.55428754543976,260.2719323668657,473.5548533520862,312.34208119730727,364.9258601977492,227.46962544985948,177.8343870824934,47.608726954295136,392.8723791840987,154.94561625908605,434.3679300356166,320.32777617898444,149.00339623647437,287.9288139120595,331.09564526473144
2024-01-01 14:00:00,179.26157786013493,146.04498569268404,640.7362527108528,178.03314728785938,434.02110570553856,426.03913436395425,256.35170418502565,466.4221477050507,307.63756996572994,359.4293295944687,224.04346716958744,175.15583711515242,46.89164205232161,386.95491678721936,152.61181804278337,427.8254596849799,315.5029840310822,146.75910001980532,283.59201646948776,326.1086669622775
2024-01-01 15:00:00,174.90074120488904,142.49219800373248,625.1492754538165,173.70219425369922,423.4628189298425,415.67502234462825,250.11552172144704,455.0756515801662,300.1537733393048,350.6856120941745,218.59323641928236,170.89487944653257,45.75092470548457,377.54159350179157,148.89928121203016,417.41789232496626,307.8278480982964,143.18894030963804,276.69316800838504,318.1755301157858
2024-01-01 16:00:00,169.21758822895663,137.86211494317294,604.8359312065478,168.05798637099812,409.70299171002176,402.1682485940742,241.98837050524398,440.28860993737237,290.4006996905641,339.2905775948354,211.49035741764544,165.3418913001849,44.264312915846446,365.2739117534652,144.0610090165851,403.85448647184256,297.8254162106847,138.53621759025268,267.70241365048946,307.8368648912164
2024-01-01 17:00:00,162.59941641579312,132.47026902000854,581.1805408101097,161.4851670794676,393.67933353191734,386.4392774223933,232.52410246104833,423.06873522788385,279.0430048709534,326.02077886639654,203.21887963057566,158.87529964153617,42.53311682012893,350.987893780086,138.42672171094495,388.05956581991114,286.17733757158754,133.11800722598747,257.23245844736755,295.79723423817154
2024-01-01 18:00:00,155.4972432374196,126.68410562345622,555.7951800276386,154.431663151728,376.48383022001997,369.5600122215817,222.3676918156296,404.5895334559638,266.85469701295085,311.78053076282174,194.3424905999985,151.9357920055753,40.67531457131836,335.65710809777886,132.38038666388903,371.10952810926074,273.67740949089944,127.30355129915111,245.996812543693,282.8771190892259
2024-01-01 19:00:00,148.39507005904608,120.89794222690391,530.4098192451673,147.3781592239884,359.28832690812266,352.6807470207701,212.21128117021087,386.1103316840438,254.6663891549483,297.54028265924694,185.46610156942137,144.99628436961447,38.81751232250778,320.3263224154717,126.33405161683311,354.1594903986103,261.1774814102113,121.48909537231475,234.76116664001847,269.95700394028023
2024-01-01 20:00:00,141.77689824588256,115.50609630373947,506.75442884872916,140.80533993245785,343.2646687300182,336.95177584908913,202.7470131260152,368.89045697455515,243.3086943353375,284.270483930808,177.19462378235156,138.5296927109657,37.08631622679026,306.0403044420924,120.69976431119291,338.3645697466788,249.52940277111415,116.07088500804952,224.29121143689653,257.9173732872353
2024-01-01 21:00:00,136.09374526995018,110.87601324317997,486.44108460146066,135.1611320497568,329.5048415101974,323.44500209853516,194.6198619098122,354.1034153317614,233.55562068659688,272.87544943146895,170.09174478071466,132.97670456461805,35.59970443715214,293.7726226937661,115.86149211574788,324.8011638935552,239.52697088350249,111.41816228866418,215.30045707900103,247.57870806266595
